payment_id,order_id,payment_method,payment_status,transaction_id
11581,11581,Net Banking,Paid,ff45e354-1ed
11582,11582,UPI,Paid,66438225-e5d
11583,11583,Debit Card,Paid,d46a4689-636
11584,11584,Debit Card,Paid,a9bee8fe-cf5
11585,11585,Credit Card,Pending,13961dd0-ce6
11586,11586,UPI,Paid,ae6227e2-988
11587,11587,Cash on Delivery,Paid,3acee101-e44
11588,11588,Cash on Delivery,Pending,200d9460-d9c
11589,11589,Cash on Delivery,Paid,b33066f6-406
11590,11590,Debit Card,Paid,165162e0-0e7
11591,11591,Net Banking,Paid,cb0f998a-794
11592,11592,Debit Card,Pending,dba7bc4e-bf0
11593,11593,Debit Card,Paid,5bcf30b4-7d3
11594,11594,Cash on Delivery,Paid,35432e60-647
11595,11595,Net Banking,Paid,51c7043f-6e7
11596,11596,Debit Card,Paid,5f89ba6f-e27
11597,11597,UPI,Paid,cb5b3d26-adc
11598,11598,Credit Card,Paid,9652f07f-4f3
11599,11599,Cash on Delivery,Paid,4aee4fd8-280
11600,11600,UPI,Paid,72035059-678
11601,11601,UPI,Pending,ab932bdb-865
11602,11602,UPI,Paid,3d08b3a1-227
11603,11603,Credit Card,Paid,632b7332-674
11604,11604,Net Banking,Pending,ce66505f-ccb
11605,11605,Credit Card,Paid,1f7ccd65-064
11606,11606,Credit Card,Paid,b52b7165-ce8
11607,11607,Cash on Delivery,Paid,252daf72-b8b
11608,11608,Debit Card,Paid,de43435e-655
11609,11609,Net Banking,Paid,9427006e-db1
11610,11610,Debit Card,Pending,2a6ab6e3-6cd
11611,11611,UPI,Paid,cceb4d44-438
11612,11612,UPI,Paid,868a1c54-77b
11613,11613,Cash on Delivery,Paid,7f8f14b4-2cf
11614,11614,Credit Card,Paid,79c0adda-6d1
11615,11615,Credit Card,Pending,caf08ec4-87d
11616,11616,Cash on Delivery,Paid,b9f54757-06c
11617,11617,Cash on Delivery,Paid,aa83ad4b-e9b
11618,11618,Debit Card,Paid,f30d5dc5-4f1
11619,11619,UPI,Paid,650a0561-08d
11620,11620,Debit Card,Paid,21e0820d-c24
11621,11621,UPI,Paid,2aa77b04-e3e
11622,11622,Cash on Delivery,Paid,9be28424-a68
11623,11623,UPI,Pending,b2ba6553-e86
11624,11624,Cash on Delivery,Paid,5421ce83-299
11625,11625,UPI,Paid,00229699-3bd
11626,11626,Cash on Delivery,Paid,ea2d3939-729
11627,11627,Debit Card,Pending,a93c83be-a32
11628,11628,Cash on Delivery,Paid,a0f890da-a45
11629,11629,Cash on Delivery,Paid,168b70e3-a09
11630,11630,Cash on Delivery,Pending,395e1ea4-ca9
11631,11631,Credit Card,Paid,cee5d045-8f1
11632,11632,Debit Card,Paid,d4a85ae2-de8
11633,11633,Debit Card,Paid,ea20f10e-750
11634,11634,Net Banking,Paid,a42e60fd-c16
11635,11635,Cash on Delivery,Pending,d25107df-91f
11636,11636,Net Banking,Paid,00720662-60a
11637,11637,Net Banking,Paid,6a62d99a-636
11638,11638,Net Banking,Paid,8be55098-289
11639,11639,UPI,Pending,5e2bd6f8-49c
11640,11640,Cash on Delivery,Pending,9c11d2f2-2f2
11641,11641,Credit Card,Pending,0305ce7c-d95
11642,11642,Net Banking,Pending,3701f180-90f
11643,11643,Debit Card,Paid,947ff103-53a
11644,11644,Net Banking,Paid,a1cdcb20-cc9
11645,11645,Cash on Delivery,Pending,36e85868-7ed
11646,11646,UPI,Paid,0dd29b71-7b5
11647,11647,Net Banking,Paid,69cf3cf4-62d
11648,11648,Credit Card,Paid,e12d71c8-8f2
11649,11649,UPI,Paid,966a99d3-40e
11650,11650,UPI,Paid,e91a8a30-581
11651,11651,UPI,Pending,bb8eb8a1-36f
11652,11652,Credit Card,Paid,c676d388-57f
11653,11653,Credit Card,Paid,2205bcf4-239
11654,11654,Net Banking,Paid,6c3bda75-113
11655,11655,Cash on Delivery,Paid,32d565c6-8c2
11656,11656,Credit Card,Paid,b5fb5c9c-365
11657,11657,UPI,Pending,2536ec58-9d8
11658,11658,Net Banking,Paid,176cc43a-e5a
11659,11659,Net Banking,Paid,18bfe8e9-1a4
11660,11660,Net Banking,Paid,4049095f-f8d
11661,11661,Debit Card,Pending,c49523d5-656
11662,11662,Cash on Delivery,Paid,43c5ed13-ab5
11663,11663,Cash on Delivery,Paid,c72f7596-b4b
11664,11664,Net Banking,Pending,b89c11d8-871
11665,11665,Credit Card,Paid,544626e9-96c
11666,11666,UPI,Paid,1557fa40-2c3
11667,11667,Net Banking,Pending,c8b5dcce-b31
11668,11668,UPI,Paid,6c195b98-0a0
11669,11669,Net Banking,Pending,8d9fa446-0c4
11670,11670,UPI,Paid,bfc88274-1e6
11671,11671,Net Banking,Paid,ac83642e-507
11672,11672,Debit Card,Paid,c1be8e18-68c
11673,11673,Cash on Delivery,Paid,93834226-e6b
11674,11674,Cash on Delivery,Paid,df83da88-4bc
11675,11675,Debit Card,Pending,9aab1ea8-aae
11676,11676,Cash on Delivery,Paid,34848014-631
11677,11677,Debit Card,Paid,05b7a019-90f
11678,11678,Credit Card,Paid,8e9c2029-36f
11679,11679,Net Banking,Pending,517f6bab-1bc
11680,11680,Credit Card,Pending,7d6b35fa-126
11681,11681,UPI,Paid,a0006d81-aec
11682,11682,Credit Card,Paid,f48384c2-831
11683,11683,Net Banking,Pending,b9b810f3-90b
11684,11684,Cash on Delivery,Paid,775d5036-362
11685,11685,Credit Card,Pending,ec292f19-4a4
11686,11686,UPI,Paid,b5198ba7-828
11687,11687,Cash on Delivery,Paid,efbc8068-275
11688,11688,Debit Card,Pending,822c68d3-899
11689,11689,Debit Card,Paid,924eb94b-bbb
11690,11690,UPI,Paid,96739fee-c67
11691,11691,Credit Card,Pending,f8717695-8ce
11692,11692,Cash on Delivery,Pending,4513cb01-b58
11693,11693,Cash on Delivery,Paid,0cdd18f1-736
11694,11694,Credit Card,Paid,05e8e1e0-6ad
11695,11695,Credit Card,Paid,95282827-eee
11696,11696,Credit Card,Paid,f5765356-142
11697,11697,Debit Card,Paid,061f4cbe-3eb
11698,11698,Cash on Delivery,Paid,da1a80c5-094
11699,11699,Net Banking,Paid,d9fa84ec-bf0
11700,11700,Credit Card,Paid,5f058261-e90
11701,11701,Debit Card,Pending,21cdf6d9-d07
11702,11702,Net Banking,Paid,75730f19-cea
11703,11703,UPI,Paid,4d9bcbf5-9a0
11704,11704,Cash on Delivery,Paid,26ff0adf-857
11705,11705,Debit Card,Pending,d9f59813-13b
11706,11706,Credit Card,Pending,1dc968f1-c16
11707,11707,UPI,Paid,7b227434-9b1
11708,11708,Debit Card,Paid,b971e00d-23c
11709,11709,Cash on Delivery,Paid,c675a581-19a
11710,11710,Net Banking,Paid,1dfdb1fb-a5c
11711,11711,Credit Card,Paid,eba51e4c-2e0
11712,11712,Credit Card,Paid,de23501c-c39
11713,11713,Net Banking,Pending,e01c4086-2ff
11714,11714,Debit Card,Paid,4782aae3-391
11715,11715,Net Banking,Paid,25f840ab-e65
11716,11716,Debit Card,Paid,bd6eab80-3e7
11717,11717,Net Banking,Paid,746cd9b7-d30
11718,11718,Debit Card,Paid,4558c9ef-5dc
11719,11719,Cash on Delivery,Paid,7aa12271-dc5
11720,11720,UPI,Paid,f3ddf089-ee8
11721,11721,Debit Card,Paid,4bbb3f58-bde
11722,11722,Net Banking,Pending,011c0544-bed
11723,11723,Cash on Delivery,Paid,4a4fed24-5f3
11724,11724,Cash on Delivery,Paid,165dadfe-19f
11725,11725,Cash on Delivery,Paid,e128f83f-baf
11726,11726,UPI,Paid,347c049a-d71
11727,11727,Debit Card,Paid,19ca3987-3b6
11728,11728,Net Banking,Paid,48d35355-2cb
11729,11729,Cash on Delivery,Paid,f35203b1-9a2
11730,11730,Debit Card,Pending,682753ec-1a9
11731,11731,UPI,Paid,fd5aafdf-d4c
11732,11732,Cash on Delivery,Paid,4ab23b7b-9de
11733,11733,Credit Card,Paid,e5b27e3d-949
11734,11734,Net Banking,Paid,89a5a45c-f1b
11735,11735,Credit Card,Pending,7bd4015e-f7e
11736,11736,Net Banking,Paid,62c6f96e-800
11737,11737,Net Banking,Paid,25f14a64-90d
11738,11738,Cash on Delivery,Paid,a6428c55-74a
11739,11739,Net Banking,Paid,cbc5c749-dad
11740,11740,Cash on Delivery,Paid,483aabc8-68f
11741,11741,Net Banking,Paid,c1bd69f1-980
11742,11742,Debit Card,Paid,48a2fea8-67d
11743,11743,Debit Card,Paid,15d791f0-e82
11744,11744,UPI,Paid,d77c2198-35c
11745,11745,Credit Card,Pending,1f80f0e9-f57
11746,11746,Credit Card,Paid,0922a7d3-87e
11747,11747,Net Banking,Paid,71992b20-904
11748,11748,Credit Card,Pending,39290157-fdf
11749,11749,Debit Card,Pending,9996085e-7b2
11750,11750,Net Banking,Paid,30793fd0-506
11751,11751,UPI,Paid,e8052768-895
11752,11752,Cash on Delivery,Paid,ae8f335f-ba7
11753,11753,Credit Card,Pending,06b2d6ea-81f
11754,11754,Debit Card,Pending,ad838e4f-4e7
11755,11755,Net Banking,Paid,aa357776-ef3
11756,11756,UPI,Pending,8e4198f1-d4d
11757,11757,UPI,Paid,1a9aa915-558
11758,11758,Net Banking,Pending,f2a8c9ce-169
11759,11759,Net Banking,Paid,7ff6000d-224
11760,11760,Net Banking,Paid,5850817f-db4
11761,11761,UPI,Pending,9a818a02-409
11762,11762,Credit Card,Paid,94e69d21-55a
11763,11763,Credit Card,Pending,bfc3413c-7ff
11764,11764,Credit Card,Paid,bf1607d9-07e
11765,11765,Credit Card,Pending,8f6f4a61-ee2
11766,11766,UPI,Pending,f8c51d2e-bd6
11767,11767,Net Banking,Paid,87221d9f-fb5
11768,11768,Net Banking,Paid,87731e85-d91
11769,11769,Cash on Delivery,Pending,01055ba1-0d3
11770,11770,UPI,Paid,495672e7-b5a
11771,11771,Cash on Delivery,Pending,216d036f-34d
11772,11772,Debit Card,Pending,0e8ed5e5-525
11773,11773,Credit Card,Paid,360a667e-13e
11774,11774,Credit Card,Paid,2bf569b4-72b
11775,11775,Credit Card,Paid,ee11c575-700
11776,11776,Net Banking,Paid,4ca75aba-0df
11777,11777,Net Banking,Pending,a160660a-4a3
11778,11778,Cash on Delivery,Paid,d4a631fa-c1d
11779,11779,UPI,Pending,ae10e7b3-4c6
11780,11780,UPI,Pending,367ad3b3-b89
11781,11781,Debit Card,Paid,5b91b6cd-42c
11782,11782,Net Banking,Paid,1038632e-9dd
11783,11783,Cash on Delivery,Paid,b5d29e53-ac7
11784,11784,UPI,Pending,9421d601-343
11785,11785,Net Banking,Paid,0487679d-4d8
11786,11786,Net Banking,Paid,a462c83b-d88
11787,11787,Net Banking,Paid,2f8d71d4-7f5
11788,11788,Net Banking,Paid,f429176d-752
11789,11789,Debit Card,Paid,3deaeb5c-5ae
11790,11790,Debit Card,Paid,7f77345c-994
11791,11791,Credit Card,Paid,1375c594-57d
11792,11792,Cash on Delivery,Paid,9324e89c-58b
11793,11793,Debit Card,Paid,fe1e8ccb-cd9
11794,11794,Debit Card,Paid,a7ed3b1f-a10
11795,11795,Debit Card,Paid,d359775d-f7a
11796,11796,Net Banking,Paid,0b2fe083-591
11797,11797,Cash on Delivery,Paid,4030e44a-363
11798,11798,Debit Card,Paid,cf35c28f-339
11799,11799,Cash on Delivery,Paid,b01c5460-3ab
11800,11800,Credit Card,Paid,c720de1f-645
11801,11801,Net Banking,Pending,a4f0f92f-b26
11802,11802,Net Banking,Pending,e4311ff2-b44
11803,11803,Cash on Delivery,Paid,b174bec4-0cb
11804,11804,Net Banking,Paid,680b506f-d9e
11805,11805,Net Banking,Pending,a7daca0e-183
11806,11806,Credit Card,Pending,33d02a60-edf
11807,11807,UPI,Pending,c7693beb-a45
11808,11808,Credit Card,Paid,3ad94e94-409
11809,11809,Cash on Delivery,Pending,70281406-862
11810,11810,Net Banking,Paid,694ef560-31d
11811,11811,Net Banking,Paid,515015aa-aa3
11812,11812,Credit Card,Paid,6896e3e0-462
11813,11813,Cash on Delivery,Paid,8426ad5c-99e
11814,11814,Credit Card,Paid,04fda45f-56a
11815,11815,Net Banking,Pending,ccc7238d-3c3
11816,11816,Net Banking,Pending,f20b30cd-595
11817,11817,Net Banking,Paid,f9f5aa26-9bb
11818,11818,Debit Card,Paid,694df1ae-31b
11819,11819,Credit Card,Pending,80743409-516
11820,11820,Debit Card,Paid,cbc38733-287
11821,11821,Credit Card,Paid,ee2832e0-338
11822,11822,Cash on Delivery,Paid,4148f67e-d3f
11823,11823,Cash on Delivery,Paid,06afeb7e-a45
11824,11824,Cash on Delivery,Paid,7d0c3fe3-cad
11825,11825,Net Banking,Paid,546cd1fa-5a9
11826,11826,Net Banking,Paid,d7558b91-4f2
11827,11827,Debit Card,Paid,c1eadd27-555
11828,11828,Net Banking,Paid,896adf48-814
11829,11829,UPI,Paid,e6621675-fd3
11830,11830,Debit Card,Paid,e2e18527-11e
11831,11831,Cash on Delivery,Pending,d91c04ec-95f
11832,11832,Net Banking,Paid,bc6dd30f-d46
11833,11833,Debit Card,Pending,7a7a9ddb-2bd
11834,11834,Net Banking,Pending,088629d6-6ec
11835,11835,Debit Card,Paid,a6a26200-f22
11836,11836,Credit Card,Paid,c31fc147-e78
11837,11837,Cash on Delivery,Paid,81fe4c7f-824
11838,11838,Credit Card,Paid,e122c139-900
11839,11839,Credit Card,Paid,b247f648-e85
11840,11840,Cash on Delivery,Paid,d5c7e88b-b64
11841,11841,Net Banking,Paid,f94c7e96-daf
11842,11842,Debit Card,Paid,82871a6a-ca0
11843,11843,Cash on Delivery,Paid,73d78280-116
11844,11844,Net Banking,Paid,edb9bf3d-4d1
11845,11845,Cash on Delivery,Paid,1a01ce5d-ec0
11846,11846,Debit Card,Pending,414e045a-613
11847,11847,UPI,Paid,32b41234-577
11848,11848,Net Banking,Pending,b41a4c4e-2a5
11849,11849,Cash on Delivery,Pending,16f33514-c3a
11850,11850,UPI,Pending,562c58e7-a5a
11851,11851,UPI,Pending,3ade741f-c16
11852,11852,Debit Card,Paid,611ee792-1eb
11853,11853,Cash on Delivery,Paid,850d6c22-ffa
11854,11854,Cash on Delivery,Paid,35362122-175
11855,11855,Debit Card,Paid,1f1a2467-691
11856,11856,Cash on Delivery,Paid,b5231dfd-141
11857,11857,Cash on Delivery,Paid,b3bbacbd-f21
11858,11858,Debit Card,Paid,091624c2-c0d
11859,11859,UPI,Paid,8bd1a1d8-bfb
11860,11860,Credit Card,Paid,95ae97f8-251
11861,11861,Net Banking,Paid,422aa604-539
11862,11862,Net Banking,Paid,7640f40c-564
11863,11863,Net Banking,Paid,4ae3b921-cee
11864,11864,Credit Card,Paid,f28ca3e4-aa6
11865,11865,Debit Card,Paid,20f48f1f-335
11866,11866,Cash on Delivery,Pending,5d4396fd-73c
11867,11867,Net Banking,Paid,5738ede8-c7b
11868,11868,UPI,Paid,8d492ee6-ee7
11869,11869,Debit Card,Paid,8e841062-aa3
11870,11870,Debit Card,Pending,471271a3-cc1
11871,11871,Net Banking,Paid,ad2a43d8-eb3
11872,11872,Cash on Delivery,Paid,e3843c98-642
11873,11873,Debit Card,Paid,fe0044c6-9c3
11874,11874,Net Banking,Pending,988601b8-cb4
11875,11875,Net Banking,Paid,86256763-baa
11876,11876,UPI,Pending,92890b9d-32e
11877,11877,Debit Card,Paid,f9d79287-d5e
11878,11878,Debit Card,Paid,820dcea4-b76
11879,11879,Net Banking,Paid,9e28563a-18b
11880,11880,UPI,Paid,31352426-222
11881,11881,UPI,Pending,7de4bfce-6d2
11882,11882,Cash on Delivery,Pending,91495de6-ac7
11883,11883,Credit Card,Paid,7509ee19-3a1
11884,11884,Credit Card,Pending,7b3b62b6-4f0
11885,11885,Net Banking,Paid,e6b8bf3d-7fc
11886,11886,Credit Card,Paid,e35fdf9e-465
11887,11887,Debit Card,Pending,7bc2549e-a75
11888,11888,Net Banking,Paid,e3e8b1fd-b13
11889,11889,Cash on Delivery,Paid,ad0c9a44-4aa
11890,11890,Cash on Delivery,Paid,75984406-c10
11891,11891,UPI,Pending,6fbda3e7-540
11892,11892,Credit Card,Pending,2ee9d0b9-9f8
11893,11893,Credit Card,Paid,37776d89-486
11894,11894,Net Banking,Pending,027c7c73-0cc
11895,11895,Debit Card,Paid,1d50b6a2-bec
11896,11896,Net Banking,Paid,bcad7c50-a78
11897,11897,Net Banking,Paid,5d3b3a9d-167
11898,11898,UPI,Paid,b2c36585-d09
11899,11899,Debit Card,Paid,f68f2155-f17
11900,11900,Cash on Delivery,Paid,cd56135e-c53
11901,11901,UPI,Paid,9fcc5bd1-27c
11902,11902,Cash on Delivery,Paid,d33cb177-615
11903,11903,Credit Card,Pending,09499359-19c
11904,11904,Cash on Delivery,Paid,dfe499df-0a3
11905,11905,UPI,Pending,418b564c-f10
11906,11906,Cash on Delivery,Paid,f394b08d-ebb
11907,11907,Credit Card,Paid,5d3f6674-8f3
11908,11908,Cash on Delivery,Paid,5c513e6c-f02
11909,11909,Net Banking,Pending,ade75853-18b
11910,11910,Debit Card,Pending,89e258f7-c2a
11911,11911,Cash on Delivery,Pending,dca7a4e0-b1c
11912,11912,Debit Card,Paid,0578076b-539
11913,11913,UPI,Paid,ac7b7a7b-bd3
11914,11914,Cash on Delivery,Pending,5f48878c-3cd
11915,11915,Net Banking,Pending,33f0e54e-26c
11916,11916,UPI,Paid,ec895779-5a8
11917,11917,Debit Card,Paid,dbd2f181-c7b
11918,11918,UPI,Paid,1e2ac3fb-95f
11919,11919,Cash on Delivery,Paid,a9f21bf9-c79
11920,11920,Cash on Delivery,Paid,366e1893-207
11921,11921,UPI,Pending,eb39b067-304
11922,11922,Net Banking,Paid,40bb4944-e6c
11923,11923,Cash on Delivery,Paid,f52cfa8b-5f0
11924,11924,Debit Card,Paid,80446b12-5e8
11925,11925,Credit Card,Paid,72683cf1-a1e
11926,11926,Credit Card,Paid,caa60c79-73c
11927,11927,Credit Card,Paid,90e276f7-e5a
11928,11928,Net Banking,Pending,bcc20728-b79
11929,11929,Credit Card,Paid,e27d6e82-1e2
11930,11930,Credit Card,Paid,9b1b802f-4bf
11931,11931,Credit Card,Paid,c3956634-560
11932,11932,UPI,Pending,dbe77850-bc1
11933,11933,Net Banking,Paid,68da87ac-0d6
11934,11934,UPI,Paid,c3ca84be-c86
11935,11935,Credit Card,Pending,da6b6d00-006
11936,11936,Debit Card,Paid,0edc15fb-3d2
11937,11937,Debit Card,Pending,8554e532-695
11938,11938,Debit Card,Paid,90684a3e-cde
11939,11939,Net Banking,Paid,b299b7f5-b35
11940,11940,UPI,Paid,f48c3ac1-baa
11941,11941,Cash on Delivery,Paid,ecb9fbff-0f4
11942,11942,Net Banking,Pending,41c64940-5a6
11943,11943,UPI,Pending,2cd05d2f-ecd
11944,11944,UPI,Paid,00a54b9e-c08
11945,11945,Cash on Delivery,Paid,2a20f67a-8b7
11946,11946,UPI,Paid,2a46e4a0-fa1
11947,11947,Net Banking,Paid,0034503d-d00
11948,11948,Net Banking,Paid,2a6c5a54-bc0
11949,11949,Debit Card,Pending,679a57ad-f54
11950,11950,Credit Card,Paid,a18d7dd4-2bb
11951,11951,Credit Card,Paid,51a54951-623
11952,11952,Credit Card,Paid,f5d2c0bc-4a7
11953,11953,Credit Card,Pending,246de9c5-cec
11954,11954,Debit Card,Paid,a0eecfc5-c9d
11955,11955,Credit Card,Paid,eec70dac-3c8
11956,11956,Debit Card,Paid,5c249e58-88d
11957,11957,Credit Card,Pending,95ce0131-9f4
11958,11958,Cash on Delivery,Paid,60faf070-423
11959,11959,Cash on Delivery,Pending,dd57674d-751
11960,11960,Credit Card,Paid,5c106bb8-25c
11961,11961,Net Banking,Paid,954e7b86-bf8
11962,11962,Debit Card,Paid,fe123b0a-d65
11963,11963,Net Banking,Paid,88b8d4f0-bda
11964,11964,Debit Card,Paid,3cccae77-7e9
11965,11965,Cash on Delivery,Paid,5b47ed47-58d
11966,11966,Debit Card,Paid,7fcb8e8d-4d3
11967,11967,Cash on Delivery,Paid,29753bbe-0c3
11968,11968,Credit Card,Paid,174ca64c-34e
11969,11969,Credit Card,Pending,fc63cfc5-89d
11970,11970,Debit Card,Pending,2f1b6241-e5b
11971,11971,Credit Card,Paid,c4fdbf66-3f9
11972,11972,Credit Card,Paid,0d7b03f9-402
11973,11973,Cash on Delivery,Paid,433a54ab-0c0
11974,11974,Cash on Delivery,Paid,a4f70745-5c6
11975,11975,Net Banking,Pending,23af2dff-b58
11976,11976,Net Banking,Paid,83f0ff51-d44
11977,11977,Net Banking,Pending,b643ea2a-57a
11978,11978,Cash on Delivery,Paid,d1266306-783
11979,11979,Debit Card,Paid,4e86a2c9-39e
11980,11980,Cash on Delivery,Pending,8643ee54-680
11981,11981,UPI,Paid,77e8f0dc-c9f
11982,11982,Debit Card,Paid,7531a65d-8fe
11983,11983,Debit Card,Pending,8adae73b-f06
11984,11984,Credit Card,Pending,ffce7df3-bba
11985,11985,Debit Card,Pending,558972b4-a95
11986,11986,Cash on Delivery,Pending,e83ec55e-3f4
11987,11987,UPI,Pending,833ec121-adf
11988,11988,Cash on Delivery,Paid,77c85023-d79
11989,11989,UPI,Pending,f7ed3e19-586
11990,11990,Credit Card,Paid,80a93e80-a2e
11991,11991,Cash on Delivery,Pending,cef6b823-b63
11992,11992,Debit Card,Paid,ab411f18-28f
11993,11993,UPI,Pending,76bf8f4e-44b
11994,11994,Credit Card,Pending,a49060d5-066
11995,11995,UPI,Paid,0d71bd7f-d0d
11996,11996,Cash on Delivery,Paid,12cbd828-5d2
11997,11997,Debit Card,Paid,434b5abe-a98
11998,11998,Debit Card,Pending,f592581c-408
11999,11999,Debit Card,Pending,3a181e02-980
12000,12000,Net Banking,Paid,92b4c7f6-6ce
12001,12001,Credit Card,Paid,39e2a44b-fd2
12002,12002,UPI,Paid,e7df836e-5e1
12003,12003,Credit Card,Paid,87b439d4-d8a
12004,12004,UPI,Paid,f9921a5a-a9a
12005,12005,Net Banking,Pending,07782c6d-6ca
12006,12006,UPI,Pending,b01bd85c-0b0
12007,12007,Net Banking,Paid,27d70af3-19d
12008,12008,Debit Card,Paid,d90b95dc-792
12009,12009,UPI,Paid,8f91a758-0f5
12010,12010,Debit Card,Pending,75e5c8cb-bd2
12011,12011,Cash on Delivery,Paid,7adc6f22-d3c
12012,12012,Net Banking,Paid,2c3b1404-eaf
12013,12013,UPI,Paid,749af472-b79
12014,12014,Cash on Delivery,Paid,785cbb09-4ca
12015,12015,Net Banking,Paid,6852b3d7-aca
12016,12016,UPI,Paid,166ef623-4c4
12017,12017,Credit Card,Paid,205da4ab-9e4
12018,12018,Cash on Delivery,Paid,8e0ab08f-6ef
12019,12019,UPI,Paid,cd84e20a-f1e
12020,12020,Net Banking,Pending,6687f26c-598
12021,12021,Net Banking,Paid,c9e906e4-614
12022,12022,Debit Card,Paid,0ba12fd5-a8f
12023,12023,Credit Card,Paid,ec4024e5-f1b
12024,12024,UPI,Paid,3c8c1c53-f27
12025,12025,Credit Card,Pending,424ad1a7-e76
12026,12026,Credit Card,Pending,79a0ba7e-f7b
12027,12027,Credit Card,Paid,21eb1adb-f06
12028,12028,Net Banking,Pending,bf3b7a72-43b
12029,12029,Credit Card,Paid,b73b6160-fbb
12030,12030,Debit Card,Paid,30660c5c-35d
12031,12031,Cash on Delivery,Paid,4a40e4c9-571
12032,12032,UPI,Pending,2c98c015-c4b
12033,12033,Debit Card,Paid,d9c848ce-055
12034,12034,Cash on Delivery,Paid,8d7d7c73-6b2
12035,12035,UPI,Paid,a1409fc6-cc8
12036,12036,Net Banking,Paid,3ff0f8c4-554
12037,12037,UPI,Paid,a2b84c1c-cb6
12038,12038,Credit Card,Paid,7360de80-7cf
12039,12039,Net Banking,Paid,1b39ebfb-824
12040,12040,UPI,Pending,f904d0e0-994
12041,12041,UPI,Pending,30ab6e28-dcd
12042,12042,UPI,Pending,7cc94e25-c68
12043,12043,Debit Card,Pending,973c3f9a-5b0
12044,12044,Cash on Delivery,Paid,fa01f4bd-7b2
12045,12045,Credit Card,Pending,504bd923-32a
12046,12046,Net Banking,Paid,872592a1-08a
12047,12047,Net Banking,Pending,1507ba3c-c4c
12048,12048,Net Banking,Paid,c78c720b-c67
12049,12049,Net Banking,Pending,7b8760ab-c9f
12050,12050,Debit Card,Paid,e78f696c-1a3
12051,12051,UPI,Paid,fb944608-486
12052,12052,UPI,Pending,9e295849-95f
12053,12053,UPI,Paid,a452812f-b72
12054,12054,UPI,Paid,36b5065c-053
12055,12055,Debit Card,Paid,e46a7554-d62
12056,12056,UPI,Pending,282045c3-c46
12057,12057,Cash on Delivery,Paid,aa2136d7-930
12058,12058,Debit Card,Pending,2a443b20-d8f
12059,12059,Credit Card,Pending,0f35459f-920
12060,12060,UPI,Paid,d7591b34-722
12061,12061,Net Banking,Paid,5be350f7-088
12062,12062,Credit Card,Paid,26d23300-cf0
12063,12063,Net Banking,Paid,d8c135f3-dcd
12064,12064,Cash on Delivery,Paid,1cc8e8e5-79f
12065,12065,UPI,Paid,aeced0a5-d9b
12066,12066,Debit Card,Pending,8011bf03-959
12067,12067,UPI,Paid,dbc07409-a13
12068,12068,Cash on Delivery,Paid,344998e8-6a7
12069,12069,Credit Card,Paid,18535e7f-548
12070,12070,Net Banking,Paid,b2e35146-bec
12071,12071,Credit Card,Pending,94a54fa0-627
12072,12072,Credit Card,Pending,8bf88cb9-ca5
12073,12073,UPI,Paid,9cb98fcc-132
12074,12074,Credit Card,Paid,87f8b212-0f7
12075,12075,UPI,Paid,d66bc4d6-4ec
12076,12076,UPI,Pending,ef71c1f7-9ca
12077,12077,UPI,Paid,c0ea8468-798
12078,12078,Cash on Delivery,Pending,ee056c7a-adf
12079,12079,Net Banking,Pending,91fc4343-60a
12080,12080,Debit Card,Paid,e27306b9-76b
12081,12081,Debit Card,Pending,1eb05fff-90e
12082,12082,UPI,Paid,dbba53cd-f3a
12083,12083,Debit Card,Paid,76548062-d0b
12084,12084,Credit Card,Paid,eac2e034-e10
12085,12085,Debit Card,Paid,ba3ee3d8-4c0
12086,12086,Debit Card,Paid,a351a4e0-2f3
12087,12087,Debit Card,Paid,fe3bb9e9-589
12088,12088,Credit Card,Pending,5a886e48-b40
12089,12089,Debit Card,Paid,23527499-c0b
12090,12090,Debit Card,Pending,757e6641-171
12091,12091,Debit Card,Paid,cbf70af5-2c3
12092,12092,Net Banking,Pending,852dcd4f-c0b
12093,12093,Net Banking,Paid,6e5599a7-723
12094,12094,Debit Card,Paid,5e12048b-a39
12095,12095,UPI,Pending,f2d026d3-855
12096,12096,Debit Card,Pending,ecb9c0c5-629
12097,12097,Cash on Delivery,Paid,b3861739-874
12098,12098,UPI,Pending,e8f577d1-485
12099,12099,Debit Card,Paid,c1b891aa-abe
12100,12100,Cash on Delivery,Paid,b139ac7f-898
12101,12101,Net Banking,Pending,3b54f9bd-e85
12102,12102,Credit Card,Pending,4aa535a1-735
12103,12103,UPI,Pending,93c8c415-d42
12104,12104,UPI,Paid,9c821921-e2d
12105,12105,Cash on Delivery,Paid,5bfbbd2a-6a8
12106,12106,Debit Card,Paid,44130f39-0e3
12107,12107,Credit Card,Paid,ef5f2c0c-c6d
12108,12108,Cash on Delivery,Paid,8abae37c-096
12109,12109,UPI,Paid,7aa656e3-185
12110,12110,Net Banking,Paid,9f548112-46e
12111,12111,Cash on Delivery,Pending,7d22d637-5d4
12112,12112,Debit Card,Paid,4c81305b-a44
12113,12113,Net Banking,Paid,4b5b63f3-8f9
12114,12114,Debit Card,Paid,79c585db-dca
12115,12115,Credit Card,Paid,0b6a0119-7ee
12116,12116,Credit Card,Paid,7bcf1205-2b1
12117,12117,Credit Card,Pending,ad7d5cc2-434
12118,12118,Credit Card,Paid,15857770-cb8
12119,12119,Credit Card,Pending,05dcfe3f-9f5
